Database,SS,YYYY,cas_id,dist_1,Forest_Type,dist_YYYY,YearsAgo,YearsAgo_Range,dist_ext_upper_1
ABMI,193-2-Bird,2012,AB_0021-xxxxxxxxxxxxAVI-xT114R17M5-0000000457-0259134,CO,,1985,27,25_30,95-100
ABMI,193-3-Bird,2012,AB_0021-xxxxxxxxxxxxAVI-xT114R17M5-0000000457-0259134,CO,,1985,27,25_30,95-100
ABMI,193-5-Bird,2012,AB_0021-xxxxxxxxxxxxAVI-xT114R17M5-0000000457-0259134,CO,,1985,27,25_30,95-100
ABMI,193-9-Bird,2012,AB_0021-xxxxxxxxxxxxAVI-xT114R17M5-0000000457-0259134,CO,,1985,27,25_30,95-100
ABMI,478-8-Bird,2004,AB_0014-xxxxxxxxxxALPAC-xT090R11M4-0901140852-0000351,CO,conif,1993,11,10_15,50-75
ABMI,478-8-Bird,2013,AB_0014-xxxxxxxxxxALPAC-xT090R11M4-0901140852-0000351,CO,conif,1993,20,15_20,50-75
ABMI,478-9-Bird,2004,AB_0014-xxxxxxxxxxALPAC-xT090R11M4-0901140707-0000493,CO,decid,1993,11,10_15,75-95
ABMI,478-9-Bird,2013,AB_0014-xxxxxxxxxxALPAC-xT090R11M4-0901140707-0000493,CO,decid,1993,20,15_20,75-95
ABMI,478-SW-BOTH,2018,AB_0014-xxxxxxxxxxALPAC-xT090R11M4-0901140707-0000493,CO,decid,1993,25,20_25,75-95
ABMI,574-5-Bird,2004,AB_0014-xxxxxxxxxxALPAC-xT083R06M4-0830640384-0001396,CO,decid,1996,8,5_10,75-95
ABMI,574-5-Bird,2007,AB_0014-xxxxxxxxxxALPAC-xT083R06M4-0830640384-0001396,CO,decid,1996,11,10_15,75-95
ABMI,574-NE-BOTH,2015,AB_0014-xxxxxxxxxxALPAC-xT083R06M4-0830640384-0001396,CO,decid,1996,19,15_20,75-95
ABMI,600-1-Bird,2007,AB_0014-xxxxxxxxxxALPAC-xT083R16M4-0831640410-0001192,CO,decid,1988,19,15_20,75-95
ABMI,600-2-Bird,2007,AB_0014-xxxxxxxxxxALPAC-xT083R16M4-0831646008-0001218,CO,conif,1997,10,5_10,95-100
ABMI,600-6-Bird,2007,AB_0014-xxxxxxxxxxALPAC-xT083R16M4-0831646009-0001176,CO,conif,1997,10,5_10,95-100
ABMI,600-8-Bird,2007,AB_0014-xxxxxxxxxxALPAC-xT083R16M4-0831646008-0001218,CO,conif,1997,10,5_10,95-100
ABMI,600-9-Bird,2007,AB_0014-xxxxxxxxxxALPAC-xT083R16M4-0831640401-0001239,CO,decid,1988,19,15_20,75-95
ABMI,600-NW-BOTH,2015,AB_0014-xxxxxxxxxxALPAC-xT083R16M4-0831640410-0001192,CO,decid,1988,27,25_30,75-95
ABMI,600-SW-BOTH,2015,AB_0014-xxxxxxxxxxALPAC-xT083R16M4-0831640401-0001239,CO,decid,1988,27,25_30,75-95
ABMI,607-7-Bird,2012,AB_0014-xxxxxxxxxxALPAC-xT080R03M4-0800349049-0000684,CO,,2001,11,10_15,95-100
ABMI,607-7-Bird,2013,AB_0014-xxxxxxxxxxALPAC-xT080R03M4-0800349049-0000684,CO,,2001,12,10_15,95-100
ABMI,693_,2006,AB_0014-xxxxxxxxxxALPAC-xT077R22M4-0772248216-0000020,CO,,2004,2,0_5,95-100
ABMI,693_,2013,AB_0014-xxxxxxxxxxALPAC-xT077R22M4-0772248216-0000020,CO,,2004,9,5_10,95-100
ABMI,693-SW-BOTH,2017,AB_0014-xxxxxxxxxxALPAC-xT077R22M4-0772248216-0000020,CO,,2004,13,10_15,95-100
ABMI,760_,2003,AB_0014-xxxxxxxxxxALPAC-xT071R13M4-0711346245-0000025,CO,decid,1998,5,0_5,75-95
ABMI,760_,2009,AB_0014-xxxxxxxxxxALPAC-xT071R13M4-0711346245-0000025,CO,decid,1998,11,10_15,75-95
ABMI,760-SE-BOTH,2016,AB_0014-xxxxxxxxxxALPAC-xT071R13M4-0711346245-0000025,CO,decid,1998,18,15_20,75-95
ABMI,787_,2014,AB_0014-xxxxxxxxxxALPAC-xT071R24M4-0712448646-0000160,CO,decid,2006,8,5_10,25-50
ABMI,878_,2003,AB_0020-xxxxxxxxxFOREST-xT067R09M5-0000000229-0000670,CO,,1987,16,15_20,-1111
ABMI,899_,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT68R7M6-0000000346-0037268,CO,decid,1989,15,10_15,95-100
ABMI,899_,2008,AB_0024-xxxxxxxxxxxxAVI-xxxT68R7M6-0000000346-0037268,CO,decid,1989,19,15_20,95-100
ABMI,941_,2010,AB_0003-xxxxxxxBLUERIDG-xxxxx64155-0641550132-0015730,CO,conif,1967,43,,95-100
ABMI,941_,2010,AB_0003-xxxxxxxBLUERIDG-xxxxx64155-0641550132-0015730,CO,conif,1967,43,,95-100
ABMI,968_,2011,AB_0016-xxxxxxxxxCANFOR-xT063R01M6-0000076763-0000423,CO,conif,1970,41,,75-95
ABMI,OG-AAC-540-44-CX-BOTH,2017,AB_0014-xxxxxxxxxxALPAC-xT085R12M4-0851246014-0001278,CO,,1995,22,20_25,95-100
ABMI,OG-AAC-636-44-CX-BOTH,2017,AB_0014-xxxxxxxxxxALPAC-xT079R09M4-0790947201-0000115,CO,decid_mixed,1997,20,15_20,75-95
ABMI,OG-AAC-639-42-CX-BOTH,2017,AB_0014-xxxxxxxxxxALPAC-xT077R03M4-0770349722-0000110,CO,,2004,13,10_15,95-100
ABMI,OG-AAC-639-43-CX-BOTH,2017,AB_0014-xxxxxxxxxxALPAC-xT077R03M4-0770349722-0000110,CO,,2004,13,10_15,95-100
ABMI,OG-AAC-793-44-CX-BOTH,2017,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246041-0000482,CO,decid,1995,22,20_25,75-95
ABMI,OG-ABMI-468-1,2014,AB_0028-AlpacS14_93comp-xxxT93R5M5-0930550926-0000903,CO,decid,1993,21,20_25,95-100
ABMI,OG-ABMI-543-1,2014,AB_0014-xxxxxxxxxxALPAC-xT085R05M4-0850540569-0000561,CO,decid,1995,19,15_20,95-100
ABMI,OG-ABMI-574-1,2013,AB_0014-xxxxxxxxxxALPAC-xT083R06M4-0830649854-0001069,CO,,2004,9,5_10,95-100
ABMI,OG-ABMI-574-1,2013,AB_0014-xxxxxxxxxxALPAC-xT083R06M4-0830640853-0001070,CO,decid,1996,17,15_20,75-95
ABMI,OG-ABMI-972-1,2010,AB_0003-xxxW2_UTM11_N83-xxxxx62195-0000428371-0015904,CO,decid,1988,22,20_25,25-50
ABMI,OG-ABMI-972-1,2010,AB_0003-xxxW2_UTM11_N83-xxxxx62195-0000428371-0015904,CO,decid,1988,22,20_25,25-50
ABMI,OG-ALPAC-477-1,2011,AB_0014-xxxxxxxxxxALPAC-xT091R12M4-0911240270-0001279,CO,decid,1984,27,25_30,50-75
ABMI,OG-ALPAC-477-1,2011,AB_0014-xxxxxxxxxxALPAC-xT091R12M4-0911240294-0001124,CO,decid,1984,27,25_30,95-100
ABMI,OG-ALPAC-477-1,2011,AB_0014-xxxxxxxxxxALPAC-xT091R13M4-0911340006-0000933,CO,decid,1984,27,25_30,50-75
ABMI,OG-ALPAC-543-1,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840640503-0001171,CO,decid,1996,14,10_15,95-100
ABMI,OG-ALPAC-543-2,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840640456-0001065,CO,decid,1996,14,10_15,75-95
ABMI,OG-ALPAC-543-3,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840649961-0000627,CO,decid,2005,5,0_5,25-50
ABMI,OG-ALPAC-543-3,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840649953-0000650,CO,,2005,5,0_5,95-100
ABMI,OG-ALPAC-543-4,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840640976-0000470,CO,decid,1994,16,15_20,95-100
ABMI,OG-ALPAC-543-4,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840640988-0000582,CO,conif,1994,16,15_20,75-95
ABMI,OG-ALPAC-543-5,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840648127-0000405,CO,,2005,5,0_5,95-100
ABMI,OG-ALPAC-543-5,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840640926-0000453,CO,decid_mixed,1994,16,15_20,75-95
ABMI,OG-ALPAC-543-6,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840648189-0000376,CO,,2006,4,0_5,95-100
ABMI,OG-ALPAC-543-6,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840648181-0000407,CO,,2006,4,0_5,95-100
ABMI,OG-ALPAC-543-6,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840648185-0000315,CO,,2006,4,0_5,95-100
ABMI,OG-ALPAC-543-6,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840641176-0000372,CO,decid,1994,16,15_20,95-100
ABMI,OG-ALPAC-543-6,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840641195-0000316,CO,decid,1994,16,15_20,95-100
ABMI,OG-ALPAC-543-7,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840648320-0000036,CO,decid,1995,15,10_15,75-95
ABMI,OG-ALPAC-543-8,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840648346-0000206,CO,,2005,5,0_5,95-100
ABMI,OG-ALPAC-543-8,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840648344-0000245,CO,,2005,5,0_5,95-100
ABMI,OG-ALPAC-543-8,2010,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840641373-0000152,CO,decid,1994,16,15_20,95-100
ABMI,OG-ALPAC-602-2,2012,AB_0014-xxxxxxxxxxALPAC-xT082R12M4-0821240556-0000167,CO,conif_mixed,1989,23,20_25,95-100
ABMI,OG-ALPAC-602-2,2012,AB_0014-xxxxxxxxxxALPAC-xT082R12M4-0821240554-0000169,CO,conif_mixed,1989,23,20_25,95-100
ABMI,OG-ALPAC-608-1,2010,AB_0014-xxxxxxxxxxALPAC-xT085R05M4-0850540627-0000409,CO,decid,1995,15,10_15,95-100
ABMI,OG-ALPAC-608-3,2011,AB_0014-xxxxxxxxxxALPAC-xT078R07M4-0780746091-0000406,CO,decid,1998,13,10_15,75-95
ABMI,OG-ALPAC-608-3,2011,AB_0014-xxxxxxxxxxALPAC-xT078R07M4-0780746087-0000448,CO,decid,1998,13,10_15,75-95
ABMI,OG-ALPAC-608-3,2011,AB_0014-xxxxxxxxxxALPAC-xT078R07M4-0780746093-0000390,CO,decid,1998,13,10_15,75-95
ABMI,OG-ALPAC-608-3,2011,AB_0014-xxxxxxxxxxALPAC-xT078R07M4-0780746086-0000472,CO,decid,1998,13,10_15,75-95
ABMI,OG-ALPAC-637-1,2011,AB_0014-xxxxxxxxxxALPAC-xT079R06M4-0790641036-0001006,CO,decid,1996,15,10_15,95-100
ABMI,OG-ALPAC-637-2,2011,AB_0014-xxxxxxxxxxALPAC-xT078R08M4-0780846040-0000737,CO,decid,1998,13,10_15,75-95
ABMI,OG-ALPAC-637-2,2011,AB_0014-xxxxxxxxxxALPAC-xT078R08M4-0780846027-0000824,CO,decid,1998,13,10_15,75-95
ABMI,OG-ALPAC-692-1,2011,AB_0014-xxxxxxxxxxALPAC-xT077R24M4-0772446008-0000173,CO,decid,1998,13,10_15,95-100
ABMI,OG-ALPAC-692-1,2011,AB_0014-xxxxxxxxxxALPAC-xT077R24M4-0772446009-0000176,CO,decid,1998,13,10_15,75-95
ABMI,OG-ALPAC-692-1,2011,AB_0014-xxxxxxxxxxALPAC-xT077R24M4-0772446012-0000202,CO,decid,1998,13,10_15,95-100
ABMI,OG-ALPAC-692-2,2011,AB_0014-xxxxxxxxxxALPAC-xT077R24M4-0772446023-0000286,CO,decid,1998,13,10_15,95-100
ABMI,OG-ALPAC-724-2,2010,AB_0014-xxxxxxxxxxALPAC-xT075R23M4-0752348512-0001225,CO,,2002,8,5_10,95-100
ABMI,OG-ALPAC-724-3,2010,AB_0014-xxxxxxxxxxALPAC-xT075R23M4-0752346008-0001217,CO,decid,1994,16,15_20,95-100
ABMI,OG-ALPAC-724-3,2010,AB_0014-xxxxxxxxxxALPAC-xT075R23M4-0752346006-0001223,CO,decid,1994,16,15_20,95-100
ABMI,OG-ALPAC-724-4,2010,AB_0014-xxxxxxxxxxALPAC-xT075R23M4-0752346014-0001062,CO,decid,1994,16,15_20,95-100
ABMI,OG-ALPAC-757-1,2011,AB_0014-xxxxxxxxxxALPAC-xT073R19M4-0731948222-0001128,CO,decid,1999,12,10_15,95-100
ABMI,OG-ALPAC-757-1,2011,AB_0014-xxxxxxxxxxALPAC-xT072R19M4-0721946021-0000068,CO,decid,1999,12,10_15,95-100
ABMI,OG-ALPAC-757-2,2011,AB_0014-xxxxxxxxxxALPAC-xT073R19M4-0731946023-0000838,CO,decid,1999,12,10_15,95-100
ABMI,OG-ALPAC-761-1,2011,AB_0014-xxxxxxxxxxALPAC-xT072R11M4-0721140400-0001000,CO,decid,1994,17,15_20,95-100
ABMI,OG-ALPAC-761-1,2011,AB_0014-xxxxxxxxxxALPAC-xT072R11M4-0721140392-0000928,CO,decid,1994,17,15_20,95-100
ABMI,OG-ALPAC-761-2,2011,AB_0014-xxxxxxxxxxALPAC-xT071R11M4-0711141712-0000601,CO,decid,1993,18,15_20,95-100
ABMI,OG-ALPAC-761-2,2011,AB_0014-xxxxxxxxxxALPAC-xT071R11M4-0711141706-0000430,CO,,1993,18,15_20,95-100
ABMI,OG-ALPAC-761-2,2011,AB_0014-xxxxxxxxxxALPAC-xT071R11M4-0711141686-0000593,CO,,1993,18,15_20,95-100
ABMI,OG-ALPAC-761-2,2011,AB_0014-xxxxxxxxxxALPAC-xT071R11M4-0711141672-0000407,CO,decid,1993,18,15_20,95-100
ABMI,OG-ALPAC-761-3,2011,AB_0014-xxxxxxxxxxALPAC-xT071R11M4-0711149156-0001694,CO,decid,2005,6,5_10,75-95
ABMI,OG-ALPAC-761-3,2011,AB_0014-xxxxxxxxxxALPAC-xT071R11M4-0711149206-0001713,CO,decid,2005,6,5_10,75-95
ABMI,OG-ALPAC-761-3,2011,AB_0014-xxxxxxxxxxALPAC-xT071R11M4-0711140210-0001625,CO,decid,1994,17,15_20,95-100
ABMI,OG-ALPAC-787-1,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722440771-0001068,CO,decid,1994,18,15_20,95-100
ABMI,OG-ALPAC-787-1,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722440730-0001061,CO,decid,1994,18,15_20,95-100
ABMI,OG-ALPAC-787-1,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441115-0000917,CO,decid,1994,18,15_20,95-100
ABMI,OG-ALPAC-787-2,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448687-0000211,CO,,2006,6,5_10,95-100
ABMI,OG-ALPAC-787-2,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448674-0000232,CO,,2006,6,5_10,95-100
ABMI,OG-ALPAC-787-2,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441712-0000186,CO,decid,1994,18,15_20,95-100
ABMI,OG-ALPAC-787-2,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441577-0000197,CO,decid,1994,18,15_20,95-100
ABMI,OG-ALPAC-787-2,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441684-0000242,CO,decid,1993,19,15_20,95-100
ABMI,OG-ALPAC-787-3,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448849-0000184,CO,decid,2006,6,5_10,50-75
ABMI,OG-ALPAC-787-3,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441900-0000044,CO,decid,1993,19,15_20,95-100
ABMI,OG-ALPAC-787-4,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722449484-0001537,CO,,2006,6,5_10,95-100
ABMI,OG-ALPAC-787-4,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722449148-0001719,CO,,2006,6,5_10,95-100
ABMI,OG-ALPAC-787-4,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722446009-0001495,CO,decid,1994,18,15_20,95-100
ABMI,OG-ALPAC-787-5,2012,AB_0014-xxxxxxxxxxALPAC-xT071R24M4-0712448618-0000122,CO,decid,2006,6,5_10,25-50
ABMI,OG-ALPAC-787-5,2012,AB_0014-xxxxxxxxxxALPAC-xT071R24M4-0712446601-0000101,CO,decid,1999,13,10_15,95-100
ABMI,OG-ALPAC-787-5,2012,AB_0014-xxxxxxxxxxALPAC-xT071R24M4-0712446599-0000092,CO,decid,1999,13,10_15,95-100
ABMI,OG-ALPAC-787-5,2012,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722446004-0001876,CO,decid,1994,18,15_20,95-100
ABMI,OG-ALPAC-787-5,2012,AB_0014-xxxxxxxxxxALPAC-xT071R24M4-0712446600-0000052,CO,decid,1994,18,15_20,95-100
ABMI,OG-ALPAC-819-1,2012,AB_0014-xxxxxxxxxxALPAC-xT069R24M4-0692448368-0000102,CO,,2005,7,5_10,95-100
ABMI,OG-ALPAC-819-1,2012,AB_0014-xxxxxxxxxxALPAC-xT069R24M4-0692448362-0000014,CO,,2000,12,10_15,95-100
ABMI,OG-ALPAC-819-1,2012,AB_0014-xxxxxxxxxxALPAC-xT069R24M4-0692448325-0000015,CO,,2000,12,10_15,95-100
ABMI,OG-ALPAC-819-3,2012,AB_0014-xxxxxxxxxxALPAC-xT070R24M4-0702449766-0000839,CO,decid,1994,18,15_20,75-95
ABMI,OG-ALPAC-819-3,2012,AB_0014-xxxxxxxxxxALPAC-xT070R24M4-0702449770-0000932,CO,decid,1994,18,15_20,95-100
ABMI,OG-DH-574-1,2008,AB_0014-xxxxxxxxxxALPAC-xT083R06M4-0830649899-0000882,CO,,2004,4,0_5,95-100
ABMI,OG-DH-574-1,2008,AB_0014-xxxxxxxxxxALPAC-xT083R06M4-0830640853-0001070,CO,decid,1996,12,10_15,75-95
ABMI,OG-DH-751-3,2008,AB_0010-xxxxxxxxWEYERSL-xxxxx76065-0760650231-0030582,CO,conif_mixed,1982,26,25_30,25-50
ABMI,OG-DH-751-3,2008,AB_0010-xxxxxxxxWEYERSL-xxxxx76065-0760650228-0030459,CO,conif,1982,26,25_30,75-95
ABMI,OG-DH-751-3,2008,AB_0010-xxxxxxxxWEYERSL-xxxxx76065-0760650228-0030459,CO,conif,1982,26,25_30,75-95
ABMI,OG-DH-751-3,2008,AB_0010-xxxxxxxxWEYERSL-xxxxx76065-0760650231-0030582,CO,conif_mixed,1982,26,25_30,25-50
ABMI,OG-DH-793-1,2007,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246217-0001133,CO,decid_mixed,1995,12,10_15,75-95
ABMI,OG-DH-793-1,2008,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246217-0001133,CO,decid_mixed,1995,13,10_15,75-95
ABMI,OG-DH-793-4,2007,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246207-0001088,CO,decid,1995,12,10_15,95-100
ABMI,OG-DH-793-4,2008,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246207-0001088,CO,decid,1995,13,10_15,95-100
ABMI,OG-EI-899-41-2-BOTH,2017,AB_0024-xxxxxxxxxxxxAVI-xxxT68R7M6-0000000346-0037268,CO,decid,1989,28,25_30,95-100
BAM,ABCAWAWEST:135:6,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000149448-0149447,CO,decid,1993,19,15_20,95-100
BAM,ABCAWAWEST:139:2,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000038345-0038344,CO,decid,2002,10,5_10,95-100
BAM,ABCAWAWEST:139:3,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000038345-0038344,CO,decid,2002,10,5_10,95-100
BAM,ABCAWAWEST:139:4,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000038345-0038344,CO,decid,2002,10,5_10,95-100
BAM,ABCAWAWEST:139:5,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000038345-0038344,CO,decid,2002,10,5_10,95-100
BAM,ABCAWAWEST:139:6,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000038345-0038344,CO,decid,2002,10,5_10,95-100
BAM,ABCAWAWEST:139:9,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000043961-0043960,CO,decid,1998,14,10_15,95-100
BAM,ABCAWAWEST:14:7,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT68R7M6-0000000020-0040572,CO,decid,1986,26,25_30,95-100
BAM,ABCAWAWEST:14:8,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT68R7M6-0000000048-0040789,CO,decid,1986,26,25_30,95-100
BAM,ABCAWAWEST:149:5,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000022733-0022732,CO,decid,1990,22,20_25,75-95
BAM,ABCAWAWEST:150:6,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000021153-0021152,CO,,1992,20,15_20,95-100
BAM,ABCAWAWEST:150:7,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000021153-0021152,CO,,1992,20,15_20,95-100
BAM,ABCAWAWEST:150:8,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000021153-0021152,CO,,1992,20,15_20,95-100
BAM,ABCAWAWEST:17:9,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT68R8M6-0000000186-0040780,CO,,1998,14,10_15,95-100
BAM,ABCAWAWEST:18:3,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT68R8M6-0000000236-0039488,CO,,1998,14,10_15,95-100
BAM,ABCAWAWEST:18:4,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT68R8M6-0000000236-0039488,CO,,1998,14,10_15,95-100
BAM,ABCAWAWEST:18:6,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT68R8M6-0000000148-0039930,CO,decid,1997,15,10_15,95-100
BAM,ABCAWAWEST:18:7,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT68R8M6-0000000148-0039930,CO,decid,1997,15,10_15,95-100
BAM,ABCAWAWEST:21:8,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT62R5M6-0000005426-0100734,CO,,1995,17,15_20,95-100
BAM,ABCAWAWEST:22:10,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT60R5M6-0000000309-0116017,CO,Mixed,1992,20,15_20,95-100
BAM,ABCAWAWEST:22:7,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT60R5M6-0000000308-0116130,CO,conif_mixed,1992,20,15_20,95-100
BAM,ABCAWAWEST:22:8,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT60R5M6-0000000308-0116130,CO,conif_mixed,1992,20,15_20,95-100
BAM,ABCAWAWEST:22:9,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT60R5M6-0000000309-0116017,CO,Mixed,1992,20,15_20,95-100
BAM,ABCAWAWEST:24:1,2012,AB_0016-xxxxxxxxxCANFOR-xT067R02M6-0000031708-0000666,CO,decid,1974,38,35_40,75-95
BAM,ABCAWAWEST:24:2,2012,AB_0016-xxxxxxxxxCANFOR-xT067R02M6-0000031392-0000594,CO,decid,1974,38,35_40,75-95
BAM,ABCAWAWEST:25:1,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT60R5M6-0000000170-0116162,CO,decid,1992,20,15_20,95-100
BAM,ABCAWAWEST:25:2,2012,AB_0024-xxxxxxxxxxxxAVI-xxxT60R5M6-0000000170-0116162,CO,decid,1992,20,15_20,95-100
BAM,ABCAWAWEST:27:2,2012,AB_0024-xxxxxxxxxxxxAVI-xxT76R12M6-0000000120-0016848,CO,decid,1988,24,20_25,95-100
BAM,ABCAWAWEST:27:6,2012,AB_0024-xxxxxxxxxxxxAVI-xxT76R12M6-0000000394-0015866,CO,decid_mixed,1987,25,20_25,95-100
BAM,ABCAWAWEST:27:8,2012,AB_0024-xxxxxxxxxxxxAVI-xxT76R12M6-0000000394-0015866,CO,decid_mixed,1987,25,20_25,95-100
BAM,ABCAWAWEST:33:3,2012,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550440-0045770,CO,decid,1973,39,35_40,95-100
BAM,ABCAWAWEST:33:3,2012,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550440-0045770,CO,decid,1973,39,35_40,95-100
BAM,ABCAWAWEST:33:5,2012,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550440-0045770,CO,decid,1973,39,35_40,95-100
BAM,ABCAWAWEST:33:5,2012,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550440-0045770,CO,decid,1973,39,35_40,95-100
BAM,ABCAWAWEST:33:6,2012,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550440-0045770,CO,decid,1973,39,35_40,95-100
BAM,ABCAWAWEST:33:6,2012,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550440-0045770,CO,decid,1973,39,35_40,95-100
BAM,ABCAWAWEST:33:9,2012,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550440-0045770,CO,decid,1973,39,35_40,95-100
BAM,ABCAWAWEST:33:9,2012,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550440-0045770,CO,decid,1973,39,35_40,95-100
BAM,ABCAWAWEST:44:10,2012,AB_0024-xxxxxxxxxxxxAVI-xxT77R11M6-0000005136-0009217,CO,,1995,17,15_20,95-100
BAM,ABCAWAWEST:46:1,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000201204-0201203,CO,decid,1998,14,10_15,75-95
BAM,ABCAWAWEST:46:3,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000201204-0201203,CO,decid,1998,14,10_15,75-95
BAM,ABCAWAWEST:46:4,2012,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000201204-0201203,CO,decid,1998,14,10_15,75-95
BAM,ABCAWAWEST:54:1,2012,AB_0016-xxxxxxxxxCANFOR-xT064R25M5-0000063262-0000196,CO,decid,1970,42,,95-100
BAM,ABCAWAWEST:54:10,2012,AB_0016-xxxxxxxxxCANFOR-xT065R25M5-0000058880-0000788,CO,decid,1989,23,20_25,75-95
BAM,ABCAWAWEST:54:2,2012,AB_0016-xxxxxxxxxCANFOR-xT064R25M5-0000062966-0000168,CO,decid,1970,42,,95-100
BAM,ABCAWAWEST:54:3,2012,AB_0016-xxxxxxxxxCANFOR-xT064R25M5-0000062645-0000137,CO,decid,1970,42,,95-100
BAM,ABCAWAWEST:54:4,2012,AB_0016-xxxxxxxxxCANFOR-xT064R25M5-0000061764-0000058,CO,Mixed,1970,42,,95-100
BAM,ABCAWAWEST:54:5,2012,AB_0016-xxxxxxxxxCANFOR-xT064R25M5-0000058880-0000038,CO,decid,1989,23,20_25,75-95
BAM,ABCAWAWEST:54:6,2012,AB_0016-xxxxxxxxxCANFOR-xT065R25M5-0000058880-0000788,CO,decid,1989,23,20_25,75-95
BAM,ABCAWAWEST:54:7,2012,AB_0016-xxxxxxxxxCANFOR-xT065R25M5-0000058880-0000788,CO,decid,1989,23,20_25,75-95
BAM,ABCAWAWEST:54:8,2012,AB_0016-xxxxxxxxxCANFOR-xT065R25M5-0000058880-0000788,CO,decid,1989,23,20_25,75-95
