Database,SS,YYYY,cas_id,dist_1,Forest_Type,dist_YYYY,YearsAgo,YearsAgo_Range,dist_ext_upper_1
BAM,ECJOSM_JRB:HF301:30,2014,AB_0014-xxxxxxxxxxALPAC-xT082R16M4-0821646031-0000317,CO,,1997,17,15_20,95-100
BAM,ECJOSM_JRB:HF313:18,2014,AB_0014-xxxxxxxxxxALPAC-xT093R14M4-0931440055-0001686,CO,,1994,20,15_20,95-100
BAM,ECJOSM_JRB:LB328:14,2014,AB_0014-xxxxxxxxxxALPAC-xT068R11M4-0681149689-0001129,CO,decid,2005,9,5_10,25-50
BAM,ECJOSM_JRB:RE333:2,2014,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000200180-0200179,CO,,2004,10,5_10,95-100
BAM,ECJOSM_JRB:WA312:15,2014,AB_0014-xxxxxxxxxxALPAC-xT076R22M4-0762248152-0000376,CO,,1999,15,10_15,95-100
BAM,ECJOSM_JRB:WA312:5,2014,AB_0014-xxxxxxxxxxALPAC-xT076R23M4-0762340741-0000513,CO,conif,1970,44,,75-95
BAM,ECJOSM_JRB:WA316:21,2014,AB_0014-xxxxxxxxxxALPAC-xT077R22M4-0772240271-0001037,CO,decid,1994,20,15_20,75-95
BAM,ECJOSM_JRB:WA323:16,2014,AB_0010-xxxxxxxxWEYERSL-xxxxx79025-0790250331-0003293,CO,decid,1984,30,25_30,95-100
BAM,EMB-ASP:612:1,2002,AB_0014-xxxxxxxxxxALPAC-xT069R12M4-0691241639-0000441,CO,decid,1994,8,5_10,95-100
BAM,EMB-ASP:637:1,2002,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341210-0000782,CO,decid,1994,8,5_10,95-100
BAM,EMB-ASP:637:8,2002,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341242-0000825,CO,decid,1994,8,5_10,95-100
BAM,EMB-ASP:C8:1,2003,AB_0014-xxxxxxxxxxALPAC-xT080R06M4-0800646025-0000464,CO,decid,2000,3,0_5,95-100
BAM,EMCLA:13031:NW,2013,AB_0014-xxxxxxxxxxALPAC-xT079R05M4-0790546878-0001633,CO,decid,1999,14,10_15,95-100
BAM,EMCLA:13041:NE,2013,AB_0014-xxxxxxxxxxALPAC-xT078R08M4-0780849484-0001089,CO,decid,1998,15,10_15,75-95
BAM,EMCLA:13068:NE,2013,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840640327-0001147,CO,decid,1994,19,15_20,75-95
BAM,EMCLA:13068:SW,2013,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840640205-0001430,CO,decid,1994,19,15_20,95-100
BAM,EMCLA2014:10-031:NW,2014,AB_0014-xxxxxxxxxxALPAC-xT079R05M4-0790546878-0001633,CO,decid,1999,15,10_15,95-100
BAM,EMCLA2014:14-041:NE,2014,AB_0014-xxxxxxxxxxALPAC-xT078R08M4-0780849484-0001089,CO,decid,1998,16,15_20,75-95
BAM,EMCLA2014:14-043:C2,2014,AB_0014-xxxxxxxxxxALPAC-xT077R09M4-0770948841-0000208,CO,,1995,19,15_20,95-100
BAM,EMCLA2014:28-082:CT,2014,AB_0014-xxxxxxxxxxALPAC-xT080R06M4-0800640097-0001304,CO,decid,1994,20,15_20,75-95
BAM,EMCLA2014:28-082:NW,2014,AB_0014-xxxxxxxxxxALPAC-xT080R06M4-0800640436-0001104,CO,decid,1995,19,15_20,95-100
BAM,EMCLA2014:30-087:SE,2014,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711049088-0001336,CO,,1999,15,10_15,95-100
BAM,EMCLA2014:99999-424:SW,2014,AB_0014-xxxxxxxxxxALPAC-xT079R06M4-0790640502-0001474,CO,decid,1995,19,15_20,95-100
BAM,EMCLA2014:99999-441:NE,2014,AB_0014-xxxxxxxxxxALPAC-xT071R12M4-0711241122-0000608,CO,decid,1996,18,15_20,75-95
BAM,EMCLA2014:99999-441:SE,2014,AB_0014-xxxxxxxxxxALPAC-xT071R12M4-0711246059-0000809,CO,decid,1997,17,15_20,95-100
BAM,GLDRSVTP:SVTP:10,2002,AB_0014-xxxxxxxxxxALPAC-xT091R09M4-0910940068-0000797,CO,,1994,8,5_10,95-100
BAM,GLDRSVTP:SVTP:11,2002,AB_0014-xxxxxxxxxxALPAC-xT091R09M4-0910940068-0000797,CO,,1994,8,5_10,95-100
BAM,GLDRSVTP:SVTP:15,2002,AB_0014-xxxxxxxxxxALPAC-xT091R09M4-0910940053-0000903,CO,,1994,8,5_10,95-100
BAM,GLDRSVTP:SVTP:20,2002,AB_0014-xxxxxxxxxxALPAC-xT091R09M4-0910940022-0000883,CO,decid,1996,6,5_10,95-100
BAM,GPMN:GP:MX-PB10-2,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R5M6-0000000224-0059026,CO,decid,1992,9,5_10,0-25
BAM,HR:12922:1,2003,AB_0014-xxxxxxxxxxALPAC-xT077R09M4-0770949847-0000936,CO,,1997,6,5_10,95-100
BAM,HR:12922:1,2004,AB_0014-xxxxxxxxxxALPAC-xT077R09M4-0770949847-0000936,CO,,1997,7,5_10,95-100
BAM,HR:12922:6,2003,AB_0014-xxxxxxxxxxALPAC-xT077R09M4-0770949847-0000936,CO,,1997,6,5_10,95-100
BAM,HR:12922:6,2004,AB_0014-xxxxxxxxxxALPAC-xT077R09M4-0770949847-0000936,CO,,1997,7,5_10,95-100
BAM,HR:46111:12,2003,AB_0014-xxxxxxxxxxALPAC-xT077R13M4-0771341473-0000368,CO,,1995,8,5_10,95-100
BAM,HR:46111:12,2004,AB_0014-xxxxxxxxxxALPAC-xT077R13M4-0771341473-0000368,CO,,1995,9,5_10,95-100
BAM,HR:46111:24,2004,AB_0014-xxxxxxxxxxALPAC-xT077R13M4-0771341448-0000285,CO,,2003,1,0_5,95-100
BAM,HR:46111:25,2004,AB_0014-xxxxxxxxxxALPAC-xT077R13M4-0771341448-0000285,CO,,2003,1,0_5,95-100
BAM,PF:A-P16:A-P16,1999,AB_0014-xxxxxxxxxxALPAC-xT092R12M4-0921240484-0000722,CO,decid,1980,19,15_20,95-100
BAM,PF:A-P16:A-P16,2000,AB_0014-xxxxxxxxxxALPAC-xT092R12M4-0921240484-0000722,CO,decid,1980,20,15_20,95-100
BAM,PF:A-P16:A-P16,2001,AB_0014-xxxxxxxxxxALPAC-xT092R12M4-0921240484-0000722,CO,decid,1980,21,20_25,95-100
BAM,PF:G-P9:G-P9,2001,AB_0014-xxxxxxxxxxALPAC-xT083R07M4-0830741809-0000591,CO,decid,1997,4,0_5,75-95
BAM,PF:NS-P16:NS-P16,2001,AB_0014-xxxxxxxxxxALPAC-xT082R07M4-0820749519-0001285,CO,,2000,1,0_5,95-100
BAM,PF:T-P21:T-P21,1999,AB_0014-xxxxxxxxxxALPAC-xT090R11M4-0901140119-0001127,CO,decid,1998,1,0_5,75-95
BAM,PF:T-P21:T-P21,2000,AB_0014-xxxxxxxxxxALPAC-xT090R11M4-0901140119-0001127,CO,decid,1998,2,0_5,75-95
BAM,PF:T-P21:T-P21,2001,AB_0014-xxxxxxxxxxALPAC-xT090R11M4-0901140119-0001127,CO,decid,1998,3,0_5,75-95
BAM,PF:T-P47:T-P47,2001,AB_0014-xxxxxxxxxxALPAC-xT090R11M4-0901140097-0001066,CO,decid,1998,3,0_5,95-100
BAM,RP:66-04-W4-TRANS:12,2001,AB_0025-xxxxxxAVI_CROWN-xxxxxxxxxx-0000449069-0449068,CO,,1994,7,5_10,95-100
BAM,RP:70-11-W4-OC:1,2002,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140287-0001326,CO,decid,1995,7,5_10,95-100
BAM,RP:71-22-W4-OC:10,2002,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712249441-0000684,CO,conif,1972,30,25_30,0-25
BAM,RP:71-22-W4-OC:11,2002,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712240389-0000634,CO,decid,1972,30,25_30,0-25
BAM,RP:71-22-W4-OC:12,2002,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712249441-0000684,CO,conif,1972,30,25_30,0-25
BAM,RP:71-22-W4-OD:1,2002,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712249242-0000450,CO,decid_mixed,1997,5,0_5,75-95
BAM,RP:71-22-W4-OD:12,2002,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712249265-0000493,CO,decid,1997,5,0_5,75-95
BAM,RP:71-22-W4-OD:4,2002,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712249291-0000527,CO,decid,1997,5,0_5,95-100
BAM,RP:71-22-W4-OD:5,2002,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712249291-0000527,CO,decid,1997,5,0_5,95-100
BAM,RP:72-11-W4-TRANS:1,2001,AB_0014-xxxxxxxxxxALPAC-xT072R11M4-0721140254-0001239,CO,decid,1993,8,5_10,95-100
BAM,RP:72-11-W4-TRANS:11,2001,AB_0014-xxxxxxxxxxALPAC-xT072R11M4-0721140234-0001190,CO,decid,1993,8,5_10,95-100
BAM,RP:72-11-W4-TRANS:3,2001,AB_0014-xxxxxxxxxxALPAC-xT072R11M4-0721140234-0001190,CO,decid,1993,8,5_10,95-100
BAM,RP:72-11-W4-TRANS:4,2001,AB_0014-xxxxxxxxxxALPAC-xT072R11M4-0721140234-0001190,CO,decid,1993,8,5_10,95-100
BAM,RP:73-23-W4-OD:1,2001,AB_0014-xxxxxxxxxxALPAC-xT073R23M4-0732340875-0000198,CO,,2000,1,0_5,95-100
BAM,RP:73-23-W4-OD:2,2001,AB_0014-xxxxxxxxxxALPAC-xT073R23M4-0732340875-0000198,CO,,2000,1,0_5,95-100
BAM,RP:73-23-W4-OD:4,2001,AB_0014-xxxxxxxxxxALPAC-xT073R23M4-0732340875-0000198,CO,,2000,1,0_5,95-100
BAM,RP:73-23-W4-TRANS:5,2001,AB_0014-xxxxxxxxxxALPAC-xT073R23M4-0732340404-0000784,CO,decid,1995,6,5_10,75-95
BAM,RP:76-05-W5-TRANS:2,2001,AB_0010-xxxxxxxxWEYERSL-xxxxx76055-0760550076-0031338,CO,,1988,13,10_15,95-100
BAM,RP:76-05-W5-TRANS:3,2001,AB_0010-xxxxxxxxWEYERSL-xxxxx76055-0760550076-0031338,CO,,1988,13,10_15,95-100
BAM,RP:76-16-W4-OC2:12,2002,AB_0014-xxxxxxxxxxALPAC-xT076R16M4-0761640110-0001399,CO,decid,1976,26,25_30,95-100
BAM,RP:84-07-W4-TRANS:1,2001,AB_0014-xxxxxxxxxxALPAC-xT084R07M4-0840741180-0000474,CO,decid,1994,7,5_10,95-100
BAM,RP:84-07-W4-TRANS:2,2001,AB_0014-xxxxxxxxxxALPAC-xT084R07M4-0840741180-0000474,CO,decid,1994,7,5_10,95-100
BAM,SH:GOOD3:A08,1997,AB_0014-xxxxxxxxxxALPAC-xT074R11M4-0741140241-0001057,CO,decid,1990,7,5_10,25-50
BAM,SH:OWL1:A01,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340340-0001366,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL1:A11,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340340-0001366,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL1:B10,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340340-0001366,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL1:B11,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340340-0001366,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL1:D01,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340354-0001440,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL1:I04,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340406-0001464,CO,decid,1993,4,0_5,95-100
BAM,SH:OWL1:J03,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340406-0001464,CO,decid,1993,4,0_5,95-100
BAM,SH:OWL1:J05,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340406-0001464,CO,decid,1993,4,0_5,95-100
BAM,SH:OWL3:A05,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340340-0001366,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL3:B03,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701346034-0001149,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL3:C02,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701349700-0000942,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL3:C09,1997,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,3,0_5,75-95
BAM,SH:OWL3:E04,1997,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340439-0001232,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL3:F08,1997,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341906-0000280,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL3:F10,1997,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341208-0000589,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL3:F11,1997,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341210-0000782,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL3:G09,1997,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341332-0000457,CO,decid,1994,3,0_5,95-100
BAM,SH:OWL3:G11,1997,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341242-0000825,CO,decid,1994,3,0_5,95-100
BAM,WH:10A:3,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005101-0053321,CO,,1995,6,5_10,95-100
BAM,WH:10A:3,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005101-0053321,CO,,1995,9,5_10,95-100
BAM,WH:10A:5,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005083-0054133,CO,,1995,6,5_10,95-100
BAM,WH:10A:5,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005083-0054133,CO,,1995,9,5_10,95-100
BAM,WH:10A:6,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005083-0054133,CO,,1995,6,5_10,95-100
BAM,WH:10A:6,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005083-0054133,CO,,1995,9,5_10,95-100
BAM,WH:10A:7,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005077-0054650,CO,,1995,6,5_10,95-100
BAM,WH:10A:7,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005077-0054650,CO,,1995,9,5_10,95-100
BAM,WH:10A:8,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005077-0054650,CO,,1995,6,5_10,95-100
BAM,WH:10A:8,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005077-0054650,CO,,1995,9,5_10,95-100
BAM,WH:10A:9,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005077-0054650,CO,,1995,6,5_10,95-100
BAM,WH:10A:9,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005077-0054650,CO,,1995,9,5_10,95-100
BAM,WH:10B:10,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005071-0053986,CO,,1995,6,5_10,95-100
BAM,WH:10B:10,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005071-0053986,CO,,1995,9,5_10,95-100
BAM,WH:10B:3,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000000468-0055000,CO,decid,2000,1,0_5,50-75
BAM,WH:10B:3,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000000468-0055000,CO,decid,2000,4,0_5,50-75
BAM,WH:10B:7,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005070-0053653,CO,,1995,9,5_10,95-100
BAM,WH:10B:8,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005070-0053653,CO,,1995,6,5_10,95-100
BAM,WH:10B:8,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005070-0053653,CO,,1995,9,5_10,95-100
BAM,WH:10B:9,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005070-0053653,CO,,1995,6,5_10,95-100
BAM,WH:10B:9,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT66R7M6-0000005070-0053653,CO,,1995,9,5_10,95-100
BAM,WH:11A:10,2001,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000179-0078357,CO,,1993,8,5_10,95-100
BAM,WH:11A:10,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000179-0078357,CO,,1993,11,10_15,95-100
BAM,WH:11A:6,2001,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000179-0078357,CO,,1993,8,5_10,95-100
BAM,WH:11A:6,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000179-0078357,CO,,1993,11,10_15,95-100
BAM,WH:11B:1,2001,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000191-0078152,CO,,1994,7,5_10,95-100
BAM,WH:11B:1,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000191-0078152,CO,,1994,10,5_10,95-100
BAM,WH:11B:11,2001,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000191-0078152,CO,,1994,7,5_10,95-100
BAM,WH:11B:11,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000191-0078152,CO,,1994,10,5_10,95-100
BAM,WH:11B:2,2001,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000191-0078152,CO,,1994,7,5_10,95-100
BAM,WH:11B:2,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000191-0078152,CO,,1994,10,5_10,95-100
BAM,WH:11B:5,2001,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000194-0077826,CO,,1994,7,5_10,75-95
BAM,WH:11B:5,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000194-0077826,CO,,1994,10,5_10,75-95
BAM,WH:11B:8,2001,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000057-0079015,CO,,1998,3,0_5,95-100
BAM,WH:11B:8,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000057-0079015,CO,,1998,6,5_10,95-100
BAM,WH:11B:9,2001,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000057-0079015,CO,,1998,3,0_5,95-100
BAM,WH:11B:9,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R12M6-0000000057-0079015,CO,,1998,6,5_10,95-100
BAM,WH:12A:1,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R11M6-0000000467-0073372,CO,,1994,10,5_10,95-100
BAM,WH:12A:7,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R11M6-0000000445-0072838,CO,conif,1997,7,5_10,50-75
BAM,WH:12A:8,2004,AB_0024-xxxxxxxxxxxxAVI-xxT64R11M6-0000000376-0073822,CO,,1994,10,5_10,95-100
BAM,WH:13A:1,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005120-0091483,CO,,1995,6,5_10,95-100
BAM,WH:13A:1,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005120-0091483,CO,,1995,9,5_10,95-100
BAM,WH:13A:2,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005123-0091512,CO,,1995,6,5_10,95-100
BAM,WH:13A:2,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005123-0091512,CO,,1995,9,5_10,95-100
BAM,WH:13A:3,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005123-0091512,CO,,1995,6,5_10,95-100
BAM,WH:13A:3,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005123-0091512,CO,,1995,9,5_10,95-100
BAM,WH:13A:6,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005111-0090873,CO,,1995,6,5_10,95-100
BAM,WH:13A:6,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005111-0090873,CO,,1995,9,5_10,95-100
BAM,WH:13A:7,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005111-0090873,CO,,1995,6,5_10,95-100
BAM,WH:13A:7,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005111-0090873,CO,,1995,9,5_10,95-100
BAM,WH:13A:8,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005111-0090873,CO,,1995,6,5_10,95-100
BAM,WH:13A:8,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005111-0090873,CO,,1995,9,5_10,95-100
BAM,WH:13A:9,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005111-0090873,CO,,1995,6,5_10,95-100
BAM,WH:13A:9,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000005111-0090873,CO,,1995,9,5_10,95-100
BAM,WH:13B:11,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000000098-0090361,CO,,1998,3,0_5,95-100
BAM,WH:13B:11,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000000098-0090361,CO,,1998,6,5_10,95-100
BAM,WH:13B:3,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000000108-0089583,CO,,1998,3,0_5,95-100
BAM,WH:13B:3,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000000108-0089583,CO,,1998,6,5_10,95-100
BAM,WH:13B:8,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000000110-0090139,CO,,1998,3,0_5,95-100
BAM,WH:13B:8,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R8M6-0000000110-0090139,CO,,1998,6,5_10,95-100
BAM,WH:14A:11,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT64R7M6-0000005174-0075044,CO,,1995,9,5_10,95-100
BAM,WH:14A:5,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT64R7M6-0000005119-0076560,CO,,1995,9,5_10,95-100
BAM,WH:14A:6,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT64R7M6-0000005115-0076263,CO,,1995,9,5_10,95-100
BAM,WH:14A:8,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT64R7M6-0000000678-0075048,CO,,1994,10,5_10,95-100
BAM,WH:14A:9,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT64R7M6-0000000679-0075066,CO,,1994,10,5_10,95-100
BAM,WH:15A:10,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000144-0070160,CO,,1992,9,5_10,95-100
BAM,WH:15A:10,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000144-0070160,CO,,1992,12,10_15,95-100
BAM,WH:15A:11,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000144-0070160,CO,,1992,9,5_10,95-100
BAM,WH:15A:11,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000144-0070160,CO,,1992,12,10_15,95-100
BAM,WH:15A:3,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000144-0070160,CO,,1992,9,5_10,95-100
BAM,WH:15A:3,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000144-0070160,CO,,1992,12,10_15,95-100
BAM,WH:15A:4,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000144-0070160,CO,,1992,9,5_10,95-100
BAM,WH:15A:4,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000144-0070160,CO,,1992,12,10_15,95-100
BAM,WH:15B:10,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000119-0071257,CO,,1992,9,5_10,95-100
BAM,WH:15B:10,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT65R4M6-0000000119-0071257,CO,,1992,12,10_15,95-100
BAM,WH:17A:1,2001,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009343-0100147,CO,conif,1991,10,5_10,95-100
BAM,WH:17A:1,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009343-0100147,CO,conif,1991,13,10_15,95-100
BAM,WH:17A:10,2001,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009340-0100070,CO,conif,1992,9,5_10,95-100
BAM,WH:17A:10,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009340-0100070,CO,conif,1992,12,10_15,95-100
BAM,WH:17A:2,2001,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009343-0100147,CO,conif,1991,10,5_10,95-100
BAM,WH:17A:2,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009343-0100147,CO,conif,1991,13,10_15,95-100
BAM,WH:17A:3,2001,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009343-0100147,CO,conif,1991,10,5_10,95-100
BAM,WH:17A:3,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009343-0100147,CO,conif,1991,13,10_15,95-100
BAM,WH:17A:5,2001,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009343-0100147,CO,conif,1991,10,5_10,95-100
BAM,WH:17A:5,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009343-0100147,CO,conif,1991,13,10_15,95-100
BAM,WH:17A:9,2001,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009340-0100070,CO,conif,1992,9,5_10,95-100
BAM,WH:17A:9,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000009340-0100070,CO,conif,1992,12,10_15,95-100
BAM,WH:17B:10,2001,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000000204-0101170,CO,conif,1988,13,10_15,95-100
BAM,WH:17B:10,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000000204-0101170,CO,conif,1988,16,15_20,95-100
BAM,WH:17B:2,2001,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000000330-0099615,CO,conif,1988,13,10_15,95-100
BAM,WH:17B:2,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000000330-0099615,CO,conif,1988,16,15_20,95-100
BAM,WH:17B:7,2001,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000000204-0101170,CO,conif,1988,13,10_15,95-100
BAM,WH:17B:7,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000000204-0101170,CO,conif,1988,16,15_20,95-100
BAM,WH:17B:9,2004,AB_0024-xxxxxxxxxxxxAVI-xxT62R10M6-0000000204-0101170,CO,conif,1988,16,15_20,95-100
BAM,WH:18A:10,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R9M6-0000005050-0092750,CO,,1995,6,5_10,95-100
BAM,WH:18A:10,2004,AB_0024-xxxxxxxxxxxxAVI-xxxT63R9M6-0000005050-0092750,CO,,1995,9,5_10,95-100
BAM,WH:18A:2,2001,AB_0024-xxxxxxxxxxxxAVI-xxxT63R9M6-0000005050-0092750,CO,,1995,6,5_10,95-100
